,question_ID,full_question_ID,question,applies_to,Variables,Original scale,list_answer_options,list_answer_no_refusal,len_answer_options,odd_answer_options,list_answer_no_middle
206,Q174,Q174,Meaning of religion: To follow religious norms and ceremonies is To do good to other people With which one of the following statements do you a gree most? The meaning of religion is,Q174,Meaning of religion,2 answer options,"['1.- Follow religious norms and ceremonies ', '2.- Do good to other people ', '-1-.- Don´t know ', '-2-.- No answer ', '-4-.- Not asked ', '-5-.- Missing; Not available', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1.- Follow religious norms and ceremonies ', '2.- Do good to other people ', '-1-.- Don´t know ', '-2-.- No answer ', '-4-.- Not asked ', '-5-.- Missing; Not available']",6,False,"['1.- Follow religious norms and ceremonies ', '2.- Do good to other people ', '-1-.- Don´t know ', '-2-.- No answer ', '-4-.- Not asked ', '-5-.- Missing; Not available']"
207,Q175,Q175,Meaning of religion: To make sense of life after death is To make sense of life in this world And with which of the following statements do you a gree most? The meaning of religion is,Q175,Meaning of religion,2 answer options,"['1.- Make sense of life after death ', '2.- Make sense of life in this world ', '-1-.- Don´t know ', '-2-.- No answer ', '-4-.- Not asked ', '-5-.- Missing; Not available        Ethical Values (', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1.- Make sense of life after death ', '2.- Make sense of life in this world ', '-1-.- Don´t know ', '-2-.- No answer ', '-4-.- Not asked ', '-5-.- Missing; Not available        Ethical Values (']",6,False,"['1.- Make sense of life after death ', '2.- Make sense of life in this world ', '-1-.- Don´t know ', '-2-.- No answer ', '-4-.- Not asked ', '-5-.- Missing; Not available        Ethical Values (']"
208,Q176,Q176,Degree of agreement: Nowadays one often has trouble deciding which moral rules are the right ones to follow How much do you agree or disagree with the statement that nowadays one often has trouble deciding which moral rules are the right ones to follow? ,Q176,Which moral rules to follow,1=Completely agree 2 3 4 5 6 7 8 9 10=Completely disagree,"['1=Completely agree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely disagree', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Completely agree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely disagree']",10,False,"['1=Completely agree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely disagree']"
209,Q177,Q177,"Justifiable: Claiming government benefits to which you are not entitled Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Claiming government benefits to which you are not entitled",Q177,Ethical justification: acceptance of phenomena,1=Never justifiable 2 3 4 5 6 7 8 9 10=Always justifiable,"['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable']",10,False,"['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable']"
210,Q178,Q178,"Justifiable: Avoiding a fare on public transport Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Avoiding a fare on public transport",Q178,Ethical justification: acceptance of phenomena,1=Never justifiable 2 3 4 5 6 7 8 9 10=Always justifiable,"['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable']",10,False,"['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable']"
211,Q179,Q179,"Justifiable: Stealing property Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Stealing property",Q179,Ethical justification: acceptance of phenomena,1=Never justifiable 2 3 4 5 6 7 8 9 10=Always justifiable,"['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable']",10,False,"['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable']"
212,Q180,Q180,"Justifiable: Cheating on taxes Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Cheating on taxes if you have a chance",Q180,Ethical justification: acceptance of phenomena,1=Never justifiable 2 3 4 5 6 7 8 9 10=Always justifiable,"['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable']",10,False,"['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable']"
213,Q181,Q181,"Justifiable: Someone accepting a bribe in the course of their duties Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Someone accepting a bribe in the course of their duties",Q181,Ethical justification: acceptance of phenomena,1=Never justifiable 2 3 4 5 6 7 8 9 10=Always justifiable,"['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable']",10,False,"['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable']"
214,Q182,Q182,"Justifiable: Homosexuality Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Homosexuality",Q182,Ethical justification: acceptance of phenomena,1=Never justifiable 2 3 4 5 6 7 8 9 10=Always justifiable,"['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable']",10,False,"['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable']"
215,Q183,Q183,"Justifiable: Prostitution Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Prostitution",Q183,Ethical justification: acceptance of phenomena,1=Never justifiable 2 3 4 5 6 7 8 9 10=Always justifiable,"['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable']",10,False,"['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable']"
216,Q184,Q184,"Justifiable: Abortion Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Abortion",Q184,Ethical justification: acceptance of phenomena,1=Never justifiable 2 3 4 5 6 7 8 9 10=Always justifiable,"['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable']",10,False,"['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable']"
217,Q185,Q185,"Justifiable: Divorce Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Divorce",Q185,Ethical justification: acceptance of phenomena,1=Never justifiable 2 3 4 5 6 7 8 9 10=Always justifiable,"['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable']",10,False,"['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable']"
218,Q186,Q186,"Justifiable: Sex before marriage Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Sex before marriage",Q186,Ethical justification: acceptance of phenomena,1=Never justifiable 2 3 4 5 6 7 8 9 10=Always justifiable,"['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable']",10,False,"['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable']"
219,Q187,Q187,"Justifiable: Suicide Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Suicide",Q187,Ethical justification: acceptance of phenomena,1=Never justifiable 2 3 4 5 6 7 8 9 10=Always justifiable,"['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable']",10,False,"['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable']"
220,Q188,Q188,"Justifiable: Euthanasia Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Euthanasia",Q188,Ethical justification: acceptance of phenomena,1=Never justifiable 2 3 4 5 6 7 8 9 10=Always justifiable,"['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable']",10,False,"['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable']"
221,Q189,Q189,"Justifiable: For a man to beat his wife Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. For a man to beat his wife",Q189,Ethical justification: acceptance of phenomena,1=Never justifiable 2 3 4 5 6 7 8 9 10=Always justifiable,"['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable']",10,False,"['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable']"
222,Q190,Q190,"Justifiable: Parents beating children Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Parents beating children",Q190,Ethical justification: acceptance of phenomena,1=Never justifiable 2 3 4 5 6 7 8 9 10=Always justifiable,"['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable']",10,False,"['1=Never justifiable ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Always justifiable']"
